unit_id,unit_code,canonical_name,organization_type,unit_level,source_ref,valid_from,valid_to,registry_version,qa_confidence
356,BCA_CA_NTN_PA05,Phòng An ninh mạng và phòng chống tội phạm công nghệ cao - Công an Tỉnh Ninh Thuận,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
357,BCA_CA_PY,Công an Tỉnh Phú Yên,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
358,BCA_CA_PY_PC01,Văn phòng Cơ quan Cảnh sát điều tra - Công an Tỉnh Phú Yên,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
359,BCA_CA_PY_PC02,Phòng Cảnh sát hình sự - Công an Tỉnh Phú Yên,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
360,BCA_CA_PY_PC03,Phòng Cảnh sát kinh tế - Công an Tỉnh Phú Yên,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
361,BCA_CA_PY_PC04,Phòng Cảnh sát điều tra tội phạm về ma túy - Công an Tỉnh Phú Yên,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
362,BCA_CA_PY_PC06,Phòng Cảnh sát quản lý hành chính về trật tự xã hội - Công an Tỉnh Phú Yên,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
363,BCA_CA_PY_PC08,Phòng Cảnh sát giao thông - Công an Tỉnh Phú Yên,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
364,BCA_CA_PY_PA01,Phòng An ninh đối ngoại - Công an Tỉnh Phú Yên,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
365,BCA_CA_PY_PA02,Phòng An ninh nội địa - Công an Tỉnh Phú Yên,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
366,BCA_CA_PY_PA03,Phòng An ninh chính trị nội bộ - Công an Tỉnh Phú Yên,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
367,BCA_CA_PY_PA05,Phòng An ninh mạng và phòng chống tội phạm công nghệ cao - Công an Tỉnh Phú Yên,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
368,BCA_CA_BDH,Công an Tỉnh Bình Định,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
369,BCA_CA_BDH_PC01,Văn phòng Cơ quan Cảnh sát điều tra - Công an Tỉnh Bình Định,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
370,BCA_CA_BDH_PC02,Phòng Cảnh sát hình sự - Công an Tỉnh Bình Định,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
371,BCA_CA_BDH_PC03,Phòng Cảnh sát kinh tế - Công an Tỉnh Bình Định,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
372,BCA_CA_BDH_PC04,Phòng Cảnh sát điều tra tội phạm về ma túy - Công an Tỉnh Bình Định,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
373,BCA_CA_BDH_PC06,Phòng Cảnh sát quản lý hành chính về trật tự xã hội - Công an Tỉnh Bình Định,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
374,BCA_CA_BDH_PC08,Phòng Cảnh sát giao thông - Công an Tỉnh Bình Định,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
375,BCA_CA_BDH_PA01,Phòng An ninh đối ngoại - Công an Tỉnh Bình Định,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
376,BCA_CA_BDH_PA02,Phòng An ninh nội địa - Công an Tỉnh Bình Định,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
377,BCA_CA_BDH_PA03,Phòng An ninh chính trị nội bộ - Công an Tỉnh Bình Định,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
378,BCA_CA_BDH_PA05,Phòng An ninh mạng và phòng chống tội phạm công nghệ cao - Công an Tỉnh Bình Định,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
379,BCA_CA_QNG,Công an Tỉnh Quảng Ngãi,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
380,BCA_CA_QNG_PC01,Văn phòng Cơ quan Cảnh sát điều tra - Công an Tỉnh Quảng Ngãi,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
381,BCA_CA_QNG_PC02,Phòng Cảnh sát hình sự - Công an Tỉnh Quảng Ngãi,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
382,BCA_CA_QNG_PC03,Phòng Cảnh sát kinh tế - Công an Tỉnh Quảng Ngãi,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
383,BCA_CA_QNG_PC04,Phòng Cảnh sát điều tra tội phạm về ma túy - Công an Tỉnh Quảng Ngãi,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
384,BCA_CA_QNG_PC06,Phòng Cảnh sát quản lý hành chính về trật tự xã hội - Công an Tỉnh Quảng Ngãi,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
385,BCA_CA_QNG_PC08,Phòng Cảnh sát giao thông - Công an Tỉnh Quảng Ngãi,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
386,BCA_CA_QNG_PA01,Phòng An ninh đối ngoại - Công an Tỉnh Quảng Ngãi,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
387,BCA_CA_QNG_PA02,Phòng An ninh nội địa - Công an Tỉnh Quảng Ngãi,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
388,BCA_CA_QNG_PA03,Phòng An ninh chính trị nội bộ - Công an Tỉnh Quảng Ngãi,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
389,BCA_CA_QNG_PA05,Phòng An ninh mạng và phòng chống tội phạm công nghệ cao - Công an Tỉnh Quảng Ngãi,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
390,BCA_CA_QNA,Công an Tỉnh Quảng Nam,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
391,BCA_CA_QNA_PC01,Văn phòng Cơ quan Cảnh sát điều tra - Công an Tỉnh Quảng Nam,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
392,BCA_CA_QNA_PC02,Phòng Cảnh sát hình sự - Công an Tỉnh Quảng Nam,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
393,BCA_CA_QNA_PC03,Phòng Cảnh sát kinh tế - Công an Tỉnh Quảng Nam,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
394,BCA_CA_QNA_PC04,Phòng Cảnh sát điều tra tội phạm về ma túy - Công an Tỉnh Quảng Nam,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
395,BCA_CA_QNA_PC06,Phòng Cảnh sát quản lý hành chính về trật tự xã hội - Công an Tỉnh Quảng Nam,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
396,BCA_CA_QNA_PC08,Phòng Cảnh sát giao thông - Công an Tỉnh Quảng Nam,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
397,BCA_CA_QNA_PA01,Phòng An ninh đối ngoại - Công an Tỉnh Quảng Nam,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
398,BCA_CA_QNA_PA02,Phòng An ninh nội địa - Công an Tỉnh Quảng Nam,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
399,BCA_CA_QNA_PA03,Phòng An ninh chính trị nội bộ - Công an Tỉnh Quảng Nam,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
400,BCA_CA_QNA_PA05,Phòng An ninh mạng và phòng chống tội phạm công nghệ cao - Công an Tỉnh Quảng Nam,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
401,BCA_CA_TTH,Công an Tỉnh Thừa Thiên Huế,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
402,BCA_CA_TTH_PC01,Văn phòng Cơ quan Cảnh sát điều tra - Công an Tỉnh Thừa Thiên Huế,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
403,BCA_CA_TTH_PC02,Phòng Cảnh sát hình sự - Công an Tỉnh Thừa Thiên Huế,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
404,BCA_CA_TTH_PC03,Phòng Cảnh sát kinh tế - Công an Tỉnh Thừa Thiên Huế,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
405,BCA_CA_TTH_PC04,Phòng Cảnh sát điều tra tội phạm về ma túy - Công an Tỉnh Thừa Thiên Huế,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
406,BCA_CA_TTH_PC06,Phòng Cảnh sát quản lý hành chính về trật tự xã hội - Công an Tỉnh Thừa Thiên Huế,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
407,BCA_CA_TTH_PC08,Phòng Cảnh sát giao thông - Công an Tỉnh Thừa Thiên Huế,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
408,BCA_CA_TTH_PA01,Phòng An ninh đối ngoại - Công an Tỉnh Thừa Thiên Huế,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
409,BCA_CA_TTH_PA02,Phòng An ninh nội địa - Công an Tỉnh Thừa Thiên Huế,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
410,BCA_CA_TTH_PA03,Phòng An ninh chính trị nội bộ - Công an Tỉnh Thừa Thiên Huế,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
411,BCA_CA_TTH_PA05,Phòng An ninh mạng và phòng chống tội phạm công nghệ cao - Công an Tỉnh Thừa Thiên Huế,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
412,BCA_CA_QTR,Công an Tỉnh Quảng Trị,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
413,BCA_CA_QTR_PC01,Văn phòng Cơ quan Cảnh sát điều tra - Công an Tỉnh Quảng Trị,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
414,BCA_CA_QTR_PC02,Phòng Cảnh sát hình sự - Công an Tỉnh Quảng Trị,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
415,BCA_CA_QTR_PC03,Phòng Cảnh sát kinh tế - Công an Tỉnh Quảng Trị,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
416,BCA_CA_QTR_PC04,Phòng Cảnh sát điều tra tội phạm về ma túy - Công an Tỉnh Quảng Trị,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
417,BCA_CA_QTR_PC06,Phòng Cảnh sát quản lý hành chính về trật tự xã hội - Công an Tỉnh Quảng Trị,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
418,BCA_CA_QTR_PC08,Phòng Cảnh sát giao thông - Công an Tỉnh Quảng Trị,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
419,BCA_CA_QTR_PA01,Phòng An ninh đối ngoại - Công an Tỉnh Quảng Trị,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
420,BCA_CA_QTR_PA02,Phòng An ninh nội địa - Công an Tỉnh Quảng Trị,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
421,BCA_CA_QTR_PA03,Phòng An ninh chính trị nội bộ - Công an Tỉnh Quảng Trị,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
422,BCA_CA_QTR_PA05,Phòng An ninh mạng và phòng chống tội phạm công nghệ cao - Công an Tỉnh Quảng Trị,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
423,BCA_CA_QBI,Công an Tỉnh Quảng Bình,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
424,BCA_CA_QBI_PC01,Văn phòng Cơ quan Cảnh sát điều tra - Công an Tỉnh Quảng Bình,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
425,BCA_CA_QBI_PC02,Phòng Cảnh sát hình sự - Công an Tỉnh Quảng Bình,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
426,BCA_CA_QBI_PC03,Phòng Cảnh sát kinh tế - Công an Tỉnh Quảng Bình,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
427,BCA_CA_QBI_PC04,Phòng Cảnh sát điều tra tội phạm về ma túy - Công an Tỉnh Quảng Bình,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
428,BCA_CA_QBI_PC06,Phòng Cảnh sát quản lý hành chính về trật tự xã hội - Công an Tỉnh Quảng Bình,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
429,BCA_CA_QBI_PC08,Phòng Cảnh sát giao thông - Công an Tỉnh Quảng Bình,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
430,BCA_CA_QBI_PA01,Phòng An ninh đối ngoại - Công an Tỉnh Quảng Bình,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
431,BCA_CA_QBI_PA02,Phòng An ninh nội địa - Công an Tỉnh Quảng Bình,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
432,BCA_CA_QBI_PA03,Phòng An ninh chính trị nội bộ - Công an Tỉnh Quảng Bình,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
433,BCA_CA_QBI_PA05,Phòng An ninh mạng và phòng chống tội phạm công nghệ cao - Công an Tỉnh Quảng Bình,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
434,BCA_CA_HT,Công an Tỉnh Hà Tĩnh,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
435,BCA_CA_HT_PC01,Văn phòng Cơ quan Cảnh sát điều tra - Công an Tỉnh Hà Tĩnh,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
436,BCA_CA_HT_PC02,Phòng Cảnh sát hình sự - Công an Tỉnh Hà Tĩnh,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
437,BCA_CA_HT_PC03,Phòng Cảnh sát kinh tế - Công an Tỉnh Hà Tĩnh,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
438,BCA_CA_HT_PC04,Phòng Cảnh sát điều tra tội phạm về ma túy - Công an Tỉnh Hà Tĩnh,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
439,BCA_CA_HT_PC06,Phòng Cảnh sát quản lý hành chính về trật tự xã hội - Công an Tỉnh Hà Tĩnh,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
440,BCA_CA_HT_PC08,Phòng Cảnh sát giao thông - Công an Tỉnh Hà Tĩnh,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
441,BCA_CA_HT_PA01,Phòng An ninh đối ngoại - Công an Tỉnh Hà Tĩnh,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
442,BCA_CA_HT_PA02,Phòng An ninh nội địa - Công an Tỉnh Hà Tĩnh,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
443,BCA_CA_HT_PA03,Phòng An ninh chính trị nội bộ - Công an Tỉnh Hà Tĩnh,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
444,BCA_CA_HT_PA05,Phòng An ninh mạng và phòng chống tội phạm công nghệ cao - Công an Tỉnh Hà Tĩnh,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
445,BCA_CA_NA,Công an Tỉnh Nghệ An,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
446,BCA_CA_NA_PC01,Văn phòng Cơ quan Cảnh sát điều tra - Công an Tỉnh Nghệ An,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
447,BCA_CA_NA_PC02,Phòng Cảnh sát hình sự - Công an Tỉnh Nghệ An,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
448,BCA_CA_NA_PC03,Phòng Cảnh sát kinh tế - Công an Tỉnh Nghệ An,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
449,BCA_CA_NA_PC04,Phòng Cảnh sát điều tra tội phạm về ma túy - Công an Tỉnh Nghệ An,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
450,BCA_CA_NA_PC06,Phòng Cảnh sát quản lý hành chính về trật tự xã hội - Công an Tỉnh Nghệ An,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
451,BCA_CA_NA_PC08,Phòng Cảnh sát giao thông - Công an Tỉnh Nghệ An,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
452,BCA_CA_NA_PA01,Phòng An ninh đối ngoại - Công an Tỉnh Nghệ An,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
453,BCA_CA_NA_PA02,Phòng An ninh nội địa - Công an Tỉnh Nghệ An,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
454,BCA_CA_NA_PA03,Phòng An ninh chính trị nội bộ - Công an Tỉnh Nghệ An,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
455,BCA_CA_NA_PA05,Phòng An ninh mạng và phòng chống tội phạm công nghệ cao - Công an Tỉnh Nghệ An,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
456,BCA_CA_TH,Công an Tỉnh Thanh Hóa,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
457,BCA_CA_TH_PC01,Văn phòng Cơ quan Cảnh sát điều tra - Công an Tỉnh Thanh Hóa,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
458,BCA_CA_TH_PC02,Phòng Cảnh sát hình sự - Công an Tỉnh Thanh Hóa,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
459,BCA_CA_TH_PC03,Phòng Cảnh sát kinh tế - Công an Tỉnh Thanh Hóa,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
460,BCA_CA_TH_PC04,Phòng Cảnh sát điều tra tội phạm về ma túy - Công an Tỉnh Thanh Hóa,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
461,BCA_CA_TH_PC06,Phòng Cảnh sát quản lý hành chính về trật tự xã hội - Công an Tỉnh Thanh Hóa,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
462,BCA_CA_TH_PC08,Phòng Cảnh sát giao thông - Công an Tỉnh Thanh Hóa,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
463,BCA_CA_TH_PA01,Phòng An ninh đối ngoại - Công an Tỉnh Thanh Hóa,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
464,BCA_CA_TH_PA02,Phòng An ninh nội địa - Công an Tỉnh Thanh Hóa,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
465,BCA_CA_TH_PA03,Phòng An ninh chính trị nội bộ - Công an Tỉnh Thanh Hóa,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
466,BCA_CA_TH_PA05,Phòng An ninh mạng và phòng chống tội phạm công nghệ cao - Công an Tỉnh Thanh Hóa,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
467,BCA_CA_QNH,Công an Tỉnh Quảng Ninh,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
468,BCA_CA_QNH_PC01,Văn phòng Cơ quan Cảnh sát điều tra - Công an Tỉnh Quảng Ninh,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
469,BCA_CA_QNH_PC02,Phòng Cảnh sát hình sự - Công an Tỉnh Quảng Ninh,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
470,BCA_CA_QNH_PC03,Phòng Cảnh sát kinh tế - Công an Tỉnh Quảng Ninh,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
471,BCA_CA_QNH_PC04,Phòng Cảnh sát điều tra tội phạm về ma túy - Công an Tỉnh Quảng Ninh,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
472,BCA_CA_QNH_PC06,Phòng Cảnh sát quản lý hành chính về trật tự xã hội - Công an Tỉnh Quảng Ninh,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
473,BCA_CA_QNH_PC08,Phòng Cảnh sát giao thông - Công an Tỉnh Quảng Ninh,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
474,BCA_CA_QNH_PA01,Phòng An ninh đối ngoại - Công an Tỉnh Quảng Ninh,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
475,BCA_CA_QNH_PA02,Phòng An ninh nội địa - Công an Tỉnh Quảng Ninh,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
476,BCA_CA_QNH_PA03,Phòng An ninh chính trị nội bộ - Công an Tỉnh Quảng Ninh,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
477,BCA_CA_QNH_PA05,Phòng An ninh mạng và phòng chống tội phạm công nghệ cao - Công an Tỉnh Quảng Ninh,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
478,BCA_CA_HD,Công an Tỉnh Hải Dương,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
479,BCA_CA_HD_PC01,Văn phòng Cơ quan Cảnh sát điều tra - Công an Tỉnh Hải Dương,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
480,BCA_CA_HD_PC02,Phòng Cảnh sát hình sự - Công an Tỉnh Hải Dương,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
481,BCA_CA_HD_PC03,Phòng Cảnh sát kinh tế - Công an Tỉnh Hải Dương,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
482,BCA_CA_HD_PC04,Phòng Cảnh sát điều tra tội phạm về ma túy - Công an Tỉnh Hải Dương,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
483,BCA_CA_HD_PC06,Phòng Cảnh sát quản lý hành chính về trật tự xã hội - Công an Tỉnh Hải Dương,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
484,BCA_CA_HD_PC08,Phòng Cảnh sát giao thông - Công an Tỉnh Hải Dương,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
485,BCA_CA_HD_PA01,Phòng An ninh đối ngoại - Công an Tỉnh Hải Dương,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
486,BCA_CA_HD_PA02,Phòng An ninh nội địa - Công an Tỉnh Hải Dương,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
487,BCA_CA_HD_PA03,Phòng An ninh chính trị nội bộ - Công an Tỉnh Hải Dương,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
488,BCA_CA_HD_PA05,Phòng An ninh mạng và phòng chống tội phạm công nghệ cao - Công an Tỉnh Hải Dương,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
489,BCA_CA_HY,Công an Tỉnh Hưng Yên,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
490,BCA_CA_HY_PC01,Văn phòng Cơ quan Cảnh sát điều tra - Công an Tỉnh Hưng Yên,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
491,BCA_CA_HY_PC02,Phòng Cảnh sát hình sự - Công an Tỉnh Hưng Yên,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
492,BCA_CA_HY_PC03,Phòng Cảnh sát kinh tế - Công an Tỉnh Hưng Yên,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
493,BCA_CA_HY_PC04,Phòng Cảnh sát điều tra tội phạm về ma túy - Công an Tỉnh Hưng Yên,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
494,BCA_CA_HY_PC06,Phòng Cảnh sát quản lý hành chính về trật tự xã hội - Công an Tỉnh Hưng Yên,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
495,BCA_CA_HY_PC08,Phòng Cảnh sát giao thông - Công an Tỉnh Hưng Yên,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
496,BCA_CA_HY_PA01,Phòng An ninh đối ngoại - Công an Tỉnh Hưng Yên,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
497,BCA_CA_HY_PA02,Phòng An ninh nội địa - Công an Tỉnh Hưng Yên,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
498,BCA_CA_HY_PA03,Phòng An ninh chính trị nội bộ - Công an Tỉnh Hưng Yên,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
499,BCA_CA_HY_PA05,Phòng An ninh mạng và phòng chống tội phạm công nghệ cao - Công an Tỉnh Hưng Yên,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
500,BCA_CA_TBI,Công an Tỉnh Thái Bình,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
501,BCA_CA_TBI_PC01,Văn phòng Cơ quan Cảnh sát điều tra - Công an Tỉnh Thái Bình,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
502,BCA_CA_TBI_PC02,Phòng Cảnh sát hình sự - Công an Tỉnh Thái Bình,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
503,BCA_CA_TBI_PC03,Phòng Cảnh sát kinh tế - Công an Tỉnh Thái Bình,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
504,BCA_CA_TBI_PC04,Phòng Cảnh sát điều tra tội phạm về ma túy - Công an Tỉnh Thái Bình,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
505,BCA_CA_TBI_PC06,Phòng Cảnh sát quản lý hành chính về trật tự xã hội - Công an Tỉnh Thái Bình,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
506,BCA_CA_TBI_PC08,Phòng Cảnh sát giao thông - Công an Tỉnh Thái Bình,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
507,BCA_CA_TBI_PA01,Phòng An ninh đối ngoại - Công an Tỉnh Thái Bình,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
508,BCA_CA_TBI_PA02,Phòng An ninh nội địa - Công an Tỉnh Thái Bình,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
509,BCA_CA_TBI_PA03,Phòng An ninh chính trị nội bộ - Công an Tỉnh Thái Bình,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
