unit_code,canonical_name,organization_type,unit_level,year_start,year_end,source_ref,source_url,source_type,code_source,crawled_at,crawl_version,unit_name_raw,unit_code_raw,dedup_key,qa_label,qa_annotator,qa_confidence,qa_note,qa_date,dataset_name,export_date
BCA_CA_HY_PC07,Phòng Cảnh sát Phòng cháy chữa cháy và Cứu nạn cứu hộ - Công an Tỉnh Hưng Yên,BCA,province,2018,2026,dvc_2018,https://dichvucong.gov.vn/archive/2018,generated_catalog,source,2026-09-12T19:42:24.601202,crawl_2018_2026,Phòng Cảnh sát Phòng cháy chữa cháy và Cứu nạn cứu hộ - Công an Tỉnh Hưng Yên,BCA_CA_HY_PC07,phong canh sat phong chay chua chay va cuu nan cuu ho cong an tinh hung yen,BCA,Annotator_A,HIGH,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-12,DataVietNam,2026-09-12
BCA_CA_HY_PC08,Phòng Cảnh sát giao thông - Công an Tỉnh Hưng Yên,BCA,province,2018,2026,dvc_2018,https://dichvucong.gov.vn/archive/2018,generated_catalog,source,2026-09-12T19:42:24.601202,crawl_2018_2026,Phòng Cảnh sát giao thông - Công an Tỉnh Hưng Yên,BCA_CA_HY_PC08,phong canh sat giao thong cong an tinh hung yen,BCA,Annotator_A,HIGH,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-12,DataVietNam,2026-09-12
BCA_CA_HY_PA01,Phòng An ninh đối ngoại - Công an Tỉnh Hưng Yên,BCA,province,2018,2026,dvc_2018,https://dichvucong.gov.vn/archive/2018,generated_catalog,source,2026-09-12T19:42:24.601202,crawl_2018_2026,Phòng An ninh đối ngoại - Công an Tỉnh Hưng Yên,BCA_CA_HY_PA01,phong an ninh oi ngoai cong an tinh hung yen,BCA,Annotator_A,HIGH,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-12,DataVietNam,2026-09-12
BCA_CA_HY_PA02,Phòng An ninh nội địa - Công an Tỉnh Hưng Yên,BCA,province,2018,2026,dvc_2018,https://dichvucong.gov.vn/archive/2018,generated_catalog,source,2026-09-12T19:42:24.601202,crawl_2018_2026,Phòng An ninh nội địa - Công an Tỉnh Hưng Yên,BCA_CA_HY_PA02,phong an ninh noi ia cong an tinh hung yen,BCA,Annotator_A,HIGH,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-12,DataVietNam,2026-09-12
BCA_CA_HY_PA03,Phòng An ninh chính trị nội bộ - Công an Tỉnh Hưng Yên,BCA,province,2018,2026,dvc_2018,https://dichvucong.gov.vn/archive/2018,generated_catalog,source,2026-09-12T19:42:24.601202,crawl_2018_2026,Phòng An ninh chính trị nội bộ - Công an Tỉnh Hưng Yên,BCA_CA_HY_PA03,phong an ninh chinh tri noi bo cong an tinh hung yen,BCA,Annotator_A,HIGH,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-12,DataVietNam,2026-09-12
BCA_CA_HY_PA05,Phòng An ninh mạng và phòng chống tội phạm công nghệ cao - Công an Tỉnh Hưng Yên,BCA,province,2018,2026,dvc_2018,https://dichvucong.gov.vn/archive/2018,generated_catalog,source,2026-09-12T19:42:24.601202,crawl_2018_2026,Phòng An ninh mạng và phòng chống tội phạm công nghệ cao - Công an Tỉnh Hưng Yên,BCA_CA_HY_PA05,phong an ninh mang va phong chong toi pham cong nghe cao cong an tinh hung yen,BCA,Annotator_A,HIGH,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-12,DataVietNam,2026-09-12
BCA_CA_TBI,Công an Tỉnh Thái Bình,BCA,province,2018,2026,dvc_2018,https://dichvucong.gov.vn/archive/2018,generated_catalog,source,2026-09-12T19:42:24.601202,crawl_2018_2026,Công an Tỉnh Thái Bình,BCA_CA_TBI,cong an tinh thai binh,BCA,Annotator_A,HIGH,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-12,DataVietNam,2026-09-12
BCA_CA_TBI_PC01,Văn phòng Cơ quan Cảnh sát điều tra - Công an Tỉnh Thái Bình,BCA,ministry,2018,2026,dvc_2018,https://dichvucong.gov.vn/archive/2018,generated_catalog,source,2026-09-12T19:42:24.601202,crawl_2018_2026,Văn phòng Cơ quan Cảnh sát điều tra - Công an Tỉnh Thái Bình,BCA_CA_TBI_PC01,van phong co quan canh sat ieu tra cong an tinh thai binh,BCA,Annotator_A,HIGH,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-12,DataVietNam,2026-09-12
BCA_CA_TBI_PC02,Phòng Cảnh sát hình sự - Công an Tỉnh Thái Bình,BCA,province,2018,2026,dvc_2018,https://dichvucong.gov.vn/archive/2018,generated_catalog,source,2026-09-12T19:42:24.601202,crawl_2018_2026,Phòng Cảnh sát hình sự - Công an Tỉnh Thái Bình,BCA_CA_TBI_PC02,phong canh sat hinh su cong an tinh thai binh,BCA,Annotator_A,HIGH,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-12,DataVietNam,2026-09-12
BCA_CA_TBI_PC03,Phòng Cảnh sát kinh tế - Công an Tỉnh Thái Bình,BCA,province,2018,2026,dvc_2018,https://dichvucong.gov.vn/archive/2018,generated_catalog,source,2026-09-12T19:42:24.601202,crawl_2018_2026,Phòng Cảnh sát kinh tế - Công an Tỉnh Thái Bình,BCA_CA_TBI_PC03,phong canh sat kinh te cong an tinh thai binh,BCA,Annotator_A,HIGH,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-12,DataVietNam,2026-09-12
BCA_CA_TBI_PC04,Phòng Cảnh sát điều tra tội phạm về ma túy - Công an Tỉnh Thái Bình,BCA,province,2018,2026,dvc_2018,https://dichvucong.gov.vn/archive/2018,generated_catalog,source,2026-09-12T19:42:24.601202,crawl_2018_2026,Phòng Cảnh sát điều tra tội phạm về ma túy - Công an Tỉnh Thái Bình,BCA_CA_TBI_PC04,phong canh sat ieu tra toi pham ve ma tuy cong an tinh thai binh,BCA,Annotator_A,HIGH,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-12,DataVietNam,2026-09-12
BCA_CA_TBI_PC06,Phòng Cảnh sát quản lý hành chính về trật tự xã hội - Công an Tỉnh Thái Bình,BCA,province,2018,2026,dvc_2018,https://dichvucong.gov.vn/archive/2018,generated_catalog,source,2026-09-12T19:42:24.601202,crawl_2018_2026,Phòng Cảnh sát quản lý hành chính về trật tự xã hội - Công an Tỉnh Thái Bình,BCA_CA_TBI_PC06,phong canh sat quan ly hanh chinh ve trat tu xa hoi cong an tinh thai binh,BCA,Annotator_A,HIGH,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-12,DataVietNam,2026-09-12
BCA_CA_TBI_PC07,Phòng Cảnh sát Phòng cháy chữa cháy và Cứu nạn cứu hộ - Công an Tỉnh Thái Bình,BCA,province,2018,2026,dvc_2018,https://dichvucong.gov.vn/archive/2018,generated_catalog,source,2026-09-12T19:42:24.601202,crawl_2018_2026,Phòng Cảnh sát Phòng cháy chữa cháy và Cứu nạn cứu hộ - Công an Tỉnh Thái Bình,BCA_CA_TBI_PC07,phong canh sat phong chay chua chay va cuu nan cuu ho cong an tinh thai binh,BCA,Annotator_A,HIGH,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-12,DataVietNam,2026-09-12
BCA_CA_TBI_PC08,Phòng Cảnh sát giao thông - Công an Tỉnh Thái Bình,BCA,province,2018,2026,dvc_2018,https://dichvucong.gov.vn/archive/2018,generated_catalog,source,2026-09-12T19:42:24.601202,crawl_2018_2026,Phòng Cảnh sát giao thông - Công an Tỉnh Thái Bình,BCA_CA_TBI_PC08,phong canh sat giao thong cong an tinh thai binh,BCA,Annotator_A,HIGH,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-12,DataVietNam,2026-09-12
BCA_CA_TBI_PA01,Phòng An ninh đối ngoại - Công an Tỉnh Thái Bình,BCA,province,2018,2026,dvc_2018,https://dichvucong.gov.vn/archive/2018,generated_catalog,source,2026-09-12T19:42:24.601202,crawl_2018_2026,Phòng An ninh đối ngoại - Công an Tỉnh Thái Bình,BCA_CA_TBI_PA01,phong an ninh oi ngoai cong an tinh thai binh,BCA,Annotator_A,HIGH,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-12,DataVietNam,2026-09-12
BCA_CA_TBI_PA02,Phòng An ninh nội địa - Công an Tỉnh Thái Bình,BCA,province,2018,2026,dvc_2018,https://dichvucong.gov.vn/archive/2018,generated_catalog,source,2026-09-12T19:42:24.601202,crawl_2018_2026,Phòng An ninh nội địa - Công an Tỉnh Thái Bình,BCA_CA_TBI_PA02,phong an ninh noi ia cong an tinh thai binh,BCA,Annotator_A,HIGH,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-12,DataVietNam,2026-09-12
BCA_CA_TBI_PA03,Phòng An ninh chính trị nội bộ - Công an Tỉnh Thái Bình,BCA,province,2018,2026,dvc_2018,https://dichvucong.gov.vn/archive/2018,generated_catalog,source,2026-09-12T19:42:24.601202,crawl_2018_2026,Phòng An ninh chính trị nội bộ - Công an Tỉnh Thái Bình,BCA_CA_TBI_PA03,phong an ninh chinh tri noi bo cong an tinh thai binh,BCA,Annotator_A,HIGH,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-12,DataVietNam,2026-09-12
BCA_CA_TBI_PA05,Phòng An ninh mạng và phòng chống tội phạm công nghệ cao - Công an Tỉnh Thái Bình,BCA,province,2018,2026,dvc_2018,https://dichvucong.gov.vn/archive/2018,generated_catalog,source,2026-09-12T19:42:24.601202,crawl_2018_2026,Phòng An ninh mạng và phòng chống tội phạm công nghệ cao - Công an Tỉnh Thái Bình,BCA_CA_TBI_PA05,phong an ninh mang va phong chong toi pham cong nghe cao cong an tinh thai binh,BCA,Annotator_A,HIGH,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-12,DataVietNam,2026-09-12
BCA_CA_NDI,Công an Tỉnh Nam Định,BCA,province,2018,2026,dvc_2018,https://dichvucong.gov.vn/archive/2018,generated_catalog,source,2026-09-12T19:42:24.601202,crawl_2018_2026,Công an Tỉnh Nam Định,BCA_CA_NDI,cong an tinh nam inh,BCA,Annotator_A,HIGH,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-12,DataVietNam,2026-09-12
BCA_CA_NDI_PC01,Văn phòng Cơ quan Cảnh sát điều tra - Công an Tỉnh Nam Định,BCA,ministry,2018,2026,dvc_2018,https://dichvucong.gov.vn/archive/2018,generated_catalog,source,2026-09-12T19:42:24.601202,crawl_2018_2026,Văn phòng Cơ quan Cảnh sát điều tra - Công an Tỉnh Nam Định,BCA_CA_NDI_PC01,van phong co quan canh sat ieu tra cong an tinh nam inh,BCA,Annotator_A,HIGH,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-12,DataVietNam,2026-09-12
BCA_CA_NDI_PC02,Phòng Cảnh sát hình sự - Công an Tỉnh Nam Định,BCA,province,2018,2026,dvc_2018,https://dichvucong.gov.vn/archive/2018,generated_catalog,source,2026-09-12T19:42:24.601202,crawl_2018_2026,Phòng Cảnh sát hình sự - Công an Tỉnh Nam Định,BCA_CA_NDI_PC02,phong canh sat hinh su cong an tinh nam inh,BCA,Annotator_A,HIGH,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-12,DataVietNam,2026-09-12
BCA_CA_NDI_PC03,Phòng Cảnh sát kinh tế - Công an Tỉnh Nam Định,BCA,province,2018,2026,dvc_2018,https://dichvucong.gov.vn/archive/2018,generated_catalog,source,2026-09-12T19:42:24.601202,crawl_2018_2026,Phòng Cảnh sát kinh tế - Công an Tỉnh Nam Định,BCA_CA_NDI_PC03,phong canh sat kinh te cong an tinh nam inh,BCA,Annotator_A,HIGH,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-12,DataVietNam,2026-09-12
BCA_CA_NDI_PC04,Phòng Cảnh sát điều tra tội phạm về ma túy - Công an Tỉnh Nam Định,BCA,province,2018,2026,dvc_2018,https://dichvucong.gov.vn/archive/2018,generated_catalog,source,2026-09-12T19:42:24.601202,crawl_2018_2026,Phòng Cảnh sát điều tra tội phạm về ma túy - Công an Tỉnh Nam Định,BCA_CA_NDI_PC04,phong canh sat ieu tra toi pham ve ma tuy cong an tinh nam inh,BCA,Annotator_A,HIGH,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-12,DataVietNam,2026-09-12
BCA_CA_NDI_PC06,Phòng Cảnh sát quản lý hành chính về trật tự xã hội - Công an Tỉnh Nam Định,BCA,province,2018,2026,dvc_2018,https://dichvucong.gov.vn/archive/2018,generated_catalog,source,2026-09-12T19:42:24.601202,crawl_2018_2026,Phòng Cảnh sát quản lý hành chính về trật tự xã hội - Công an Tỉnh Nam Định,BCA_CA_NDI_PC06,phong canh sat quan ly hanh chinh ve trat tu xa hoi cong an tinh nam inh,BCA,Annotator_A,HIGH,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-12,DataVietNam,2026-09-12
BCA_CA_NDI_PC07,Phòng Cảnh sát Phòng cháy chữa cháy và Cứu nạn cứu hộ - Công an Tỉnh Nam Định,BCA,province,2018,2026,dvc_2018,https://dichvucong.gov.vn/archive/2018,generated_catalog,source,2026-09-12T19:42:24.601202,crawl_2018_2026,Phòng Cảnh sát Phòng cháy chữa cháy và Cứu nạn cứu hộ - Công an Tỉnh Nam Định,BCA_CA_NDI_PC07,phong canh sat phong chay chua chay va cuu nan cuu ho cong an tinh nam inh,BCA,Annotator_A,HIGH,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-12,DataVietNam,2026-09-12
BCA_CA_NDI_PC08,Phòng Cảnh sát giao thông - Công an Tỉnh Nam Định,BCA,province,2018,2026,dvc_2018,https://dichvucong.gov.vn/archive/2018,generated_catalog,source,2026-09-12T19:42:24.601202,crawl_2018_2026,Phòng Cảnh sát giao thông - Công an Tỉnh Nam Định,BCA_CA_NDI_PC08,phong canh sat giao thong cong an tinh nam inh,BCA,Annotator_A,HIGH,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-12,DataVietNam,2026-09-12
BCA_CA_NDI_PA01,Phòng An ninh đối ngoại - Công an Tỉnh Nam Định,BCA,province,2018,2026,dvc_2018,https://dichvucong.gov.vn/archive/2018,generated_catalog,source,2026-09-12T19:42:24.601202,crawl_2018_2026,Phòng An ninh đối ngoại - Công an Tỉnh Nam Định,BCA_CA_NDI_PA01,phong an ninh oi ngoai cong an tinh nam inh,BCA,Annotator_A,HIGH,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-12,DataVietNam,2026-09-12
BCA_CA_NDI_PA02,Phòng An ninh nội địa - Công an Tỉnh Nam Định,BCA,province,2018,2026,dvc_2018,https://dichvucong.gov.vn/archive/2018,generated_catalog,source,2026-09-12T19:42:24.601202,crawl_2018_2026,Phòng An ninh nội địa - Công an Tỉnh Nam Định,BCA_CA_NDI_PA02,phong an ninh noi ia cong an tinh nam inh,BCA,Annotator_A,HIGH,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-12,DataVietNam,2026-09-12
BCA_CA_NDI_PA03,Phòng An ninh chính trị nội bộ - Công an Tỉnh Nam Định,BCA,province,2018,2026,dvc_2018,https://dichvucong.gov.vn/archive/2018,generated_catalog,source,2026-09-12T19:42:24.601202,crawl_2018_2026,Phòng An ninh chính trị nội bộ - Công an Tỉnh Nam Định,BCA_CA_NDI_PA03,phong an ninh chinh tri noi bo cong an tinh nam inh,BCA,Annotator_A,HIGH,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-12,DataVietNam,2026-09-12
BCA_CA_NDI_PA05,Phòng An ninh mạng và phòng chống tội phạm công nghệ cao - Công an Tỉnh Nam Định,BCA,province,2018,2026,dvc_2018,https://dichvucong.gov.vn/archive/2018,generated_catalog,source,2026-09-12T19:42:24.601202,crawl_2018_2026,Phòng An ninh mạng và phòng chống tội phạm công nghệ cao - Công an Tỉnh Nam Định,BCA_CA_NDI_PA05,phong an ninh mang va phong chong toi pham cong nghe cao cong an tinh nam inh,BCA,Annotator_A,HIGH,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-12,DataVietNam,2026-09-12
BCA_CA_HNA,Công an Tỉnh Hà Nam,BCA,province,2018,2026,dvc_2018,https://dichvucong.gov.vn/archive/2018,generated_catalog,source,2026-09-12T19:42:24.601202,crawl_2018_2026,Công an Tỉnh Hà Nam,BCA_CA_HNA,cong an tinh ha nam,BCA,Annotator_A,HIGH,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-12,DataVietNam,2026-09-12
BCA_CA_HNA_PC01,Văn phòng Cơ quan Cảnh sát điều tra - Công an Tỉnh Hà Nam,BCA,ministry,2018,2026,dvc_2018,https://dichvucong.gov.vn/archive/2018,generated_catalog,source,2026-09-12T19:42:24.601202,crawl_2018_2026,Văn phòng Cơ quan Cảnh sát điều tra - Công an Tỉnh Hà Nam,BCA_CA_HNA_PC01,van phong co quan canh sat ieu tra cong an tinh ha nam,BCA,Annotator_A,HIGH,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-12,DataVietNam,2026-09-12
BCA_CA_HNA_PC02,Phòng Cảnh sát hình sự - Công an Tỉnh Hà Nam,BCA,province,2018,2026,dvc_2018,https://dichvucong.gov.vn/archive/2018,generated_catalog,source,2026-09-12T19:42:24.601202,crawl_2018_2026,Phòng Cảnh sát hình sự - Công an Tỉnh Hà Nam,BCA_CA_HNA_PC02,phong canh sat hinh su cong an tinh ha nam,BCA,Annotator_A,HIGH,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-12,DataVietNam,2026-09-12
BCA_CA_HNA_PC03,Phòng Cảnh sát kinh tế - Công an Tỉnh Hà Nam,BCA,province,2018,2026,dvc_2018,https://dichvucong.gov.vn/archive/2018,generated_catalog,source,2026-09-12T19:42:24.601202,crawl_2018_2026,Phòng Cảnh sát kinh tế - Công an Tỉnh Hà Nam,BCA_CA_HNA_PC03,phong canh sat kinh te cong an tinh ha nam,BCA,Annotator_A,HIGH,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-12,DataVietNam,2026-09-12
BCA_CA_HNA_PC04,Phòng Cảnh sát điều tra tội phạm về ma túy - Công an Tỉnh Hà Nam,BCA,province,2018,2026,dvc_2018,https://dichvucong.gov.vn/archive/2018,generated_catalog,source,2026-09-12T19:42:24.601202,crawl_2018_2026,Phòng Cảnh sát điều tra tội phạm về ma túy - Công an Tỉnh Hà Nam,BCA_CA_HNA_PC04,phong canh sat ieu tra toi pham ve ma tuy cong an tinh ha nam,BCA,Annotator_A,HIGH,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-12,DataVietNam,2026-09-12
BCA_CA_HNA_PC06,Phòng Cảnh sát quản lý hành chính về trật tự xã hội - Công an Tỉnh Hà Nam,BCA,province,2018,2026,dvc_2018,https://dichvucong.gov.vn/archive/2018,generated_catalog,source,2026-09-12T19:42:24.601202,crawl_2018_2026,Phòng Cảnh sát quản lý hành chính về trật tự xã hội - Công an Tỉnh Hà Nam,BCA_CA_HNA_PC06,phong canh sat quan ly hanh chinh ve trat tu xa hoi cong an tinh ha nam,BCA,Annotator_A,HIGH,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-12,DataVietNam,2026-09-12
BCA_CA_HNA_PC07,Phòng Cảnh sát Phòng cháy chữa cháy và Cứu nạn cứu hộ - Công an Tỉnh Hà Nam,BCA,province,2018,2026,dvc_2018,https://dichvucong.gov.vn/archive/2018,generated_catalog,source,2026-09-12T19:42:24.601202,crawl_2018_2026,Phòng Cảnh sát Phòng cháy chữa cháy và Cứu nạn cứu hộ - Công an Tỉnh Hà Nam,BCA_CA_HNA_PC07,phong canh sat phong chay chua chay va cuu nan cuu ho cong an tinh ha nam,BCA,Annotator_A,HIGH,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-12,DataVietNam,2026-09-12
BCA_CA_HNA_PC08,Phòng Cảnh sát giao thông - Công an Tỉnh Hà Nam,BCA,province,2018,2026,dvc_2018,https://dichvucong.gov.vn/archive/2018,generated_catalog,source,2026-09-12T19:42:24.601202,crawl_2018_2026,Phòng Cảnh sát giao thông - Công an Tỉnh Hà Nam,BCA_CA_HNA_PC08,phong canh sat giao thong cong an tinh ha nam,BCA,Annotator_A,HIGH,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-12,DataVietNam,2026-09-12
BCA_CA_HNA_PA01,Phòng An ninh đối ngoại - Công an Tỉnh Hà Nam,BCA,province,2018,2026,dvc_2018,https://dichvucong.gov.vn/archive/2018,generated_catalog,source,2026-09-12T19:42:24.601202,crawl_2018_2026,Phòng An ninh đối ngoại - Công an Tỉnh Hà Nam,BCA_CA_HNA_PA01,phong an ninh oi ngoai cong an tinh ha nam,BCA,Annotator_A,HIGH,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-12,DataVietNam,2026-09-12
BCA_CA_HNA_PA02,Phòng An ninh nội địa - Công an Tỉnh Hà Nam,BCA,province,2018,2026,dvc_2018,https://dichvucong.gov.vn/archive/2018,generated_catalog,source,2026-09-12T19:42:24.601202,crawl_2018_2026,Phòng An ninh nội địa - Công an Tỉnh Hà Nam,BCA_CA_HNA_PA02,phong an ninh noi ia cong an tinh ha nam,BCA,Annotator_A,HIGH,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-12,DataVietNam,2026-09-12
BCA_CA_HNA_PA03,Phòng An ninh chính trị nội bộ - Công an Tỉnh Hà Nam,BCA,province,2018,2026,dvc_2018,https://dichvucong.gov.vn/archive/2018,generated_catalog,source,2026-09-12T19:42:24.601202,crawl_2018_2026,Phòng An ninh chính trị nội bộ - Công an Tỉnh Hà Nam,BCA_CA_HNA_PA03,phong an ninh chinh tri noi bo cong an tinh ha nam,BCA,Annotator_A,HIGH,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-12,DataVietNam,2026-09-12
BCA_CA_HNA_PA05,Phòng An ninh mạng và phòng chống tội phạm công nghệ cao - Công an Tỉnh Hà Nam,BCA,province,2018,2026,dvc_2018,https://dichvucong.gov.vn/archive/2018,generated_catalog,source,2026-09-12T19:42:24.601202,crawl_2018_2026,Phòng An ninh mạng và phòng chống tội phạm công nghệ cao - Công an Tỉnh Hà Nam,BCA_CA_HNA_PA05,phong an ninh mang va phong chong toi pham cong nghe cao cong an tinh ha nam,BCA,Annotator_A,HIGH,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-12,DataVietNam,2026-09-12
BCA_CA_NB,Công an Tỉnh Ninh Bình,BCA,province,2018,2026,dvc_2018,https://dichvucong.gov.vn/archive/2018,generated_catalog,source,2026-09-12T19:42:24.601202,crawl_2018_2026,Công an Tỉnh Ninh Bình,BCA_CA_NB,cong an tinh ninh binh,BCA,Annotator_A,HIGH,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-12,DataVietNam,2026-09-12
BCA_CA_NB_PC01,Văn phòng Cơ quan Cảnh sát điều tra - Công an Tỉnh Ninh Bình,BCA,ministry,2018,2026,dvc_2018,https://dichvucong.gov.vn/archive/2018,generated_catalog,source,2026-09-12T19:42:24.601202,crawl_2018_2026,Văn phòng Cơ quan Cảnh sát điều tra - Công an Tỉnh Ninh Bình,BCA_CA_NB_PC01,van phong co quan canh sat ieu tra cong an tinh ninh binh,BCA,Annotator_A,HIGH,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-12,DataVietNam,2026-09-12
BCA_CA_NB_PC02,Phòng Cảnh sát hình sự - Công an Tỉnh Ninh Bình,BCA,province,2018,2026,dvc_2018,https://dichvucong.gov.vn/archive/2018,generated_catalog,source,2026-09-12T19:42:24.601202,crawl_2018_2026,Phòng Cảnh sát hình sự - Công an Tỉnh Ninh Bình,BCA_CA_NB_PC02,phong canh sat hinh su cong an tinh ninh binh,BCA,Annotator_A,HIGH,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-12,DataVietNam,2026-09-12
BCA_CA_NB_PC03,Phòng Cảnh sát kinh tế - Công an Tỉnh Ninh Bình,BCA,province,2018,2026,dvc_2018,https://dichvucong.gov.vn/archive/2018,generated_catalog,source,2026-09-12T19:42:24.601202,crawl_2018_2026,Phòng Cảnh sát kinh tế - Công an Tỉnh Ninh Bình,BCA_CA_NB_PC03,phong canh sat kinh te cong an tinh ninh binh,BCA,Annotator_A,HIGH,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-12,DataVietNam,2026-09-12
BCA_CA_NB_PC04,Phòng Cảnh sát điều tra tội phạm về ma túy - Công an Tỉnh Ninh Bình,BCA,province,2018,2026,dvc_2018,https://dichvucong.gov.vn/archive/2018,generated_catalog,source,2026-09-12T19:42:24.601202,crawl_2018_2026,Phòng Cảnh sát điều tra tội phạm về ma túy - Công an Tỉnh Ninh Bình,BCA_CA_NB_PC04,phong canh sat ieu tra toi pham ve ma tuy cong an tinh ninh binh,BCA,Annotator_A,HIGH,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-12,DataVietNam,2026-09-12
BCA_CA_NB_PC06,Phòng Cảnh sát quản lý hành chính về trật tự xã hội - Công an Tỉnh Ninh Bình,BCA,province,2018,2026,dvc_2018,https://dichvucong.gov.vn/archive/2018,generated_catalog,source,2026-09-12T19:42:24.601202,crawl_2018_2026,Phòng Cảnh sát quản lý hành chính về trật tự xã hội - Công an Tỉnh Ninh Bình,BCA_CA_NB_PC06,phong canh sat quan ly hanh chinh ve trat tu xa hoi cong an tinh ninh binh,BCA,Annotator_A,HIGH,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-12,DataVietNam,2026-09-12
BCA_CA_NB_PC07,Phòng Cảnh sát Phòng cháy chữa cháy và Cứu nạn cứu hộ - Công an Tỉnh Ninh Bình,BCA,province,2018,2026,dvc_2018,https://dichvucong.gov.vn/archive/2018,generated_catalog,source,2026-09-12T19:42:24.601202,crawl_2018_2026,Phòng Cảnh sát Phòng cháy chữa cháy và Cứu nạn cứu hộ - Công an Tỉnh Ninh Bình,BCA_CA_NB_PC07,phong canh sat phong chay chua chay va cuu nan cuu ho cong an tinh ninh binh,BCA,Annotator_A,HIGH,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-12,DataVietNam,2026-09-12
BCA_CA_NB_PC08,Phòng Cảnh sát giao thông - Công an Tỉnh Ninh Bình,BCA,province,2018,2026,dvc_2018,https://dichvucong.gov.vn/archive/2018,generated_catalog,source,2026-09-12T19:42:24.601202,crawl_2018_2026,Phòng Cảnh sát giao thông - Công an Tỉnh Ninh Bình,BCA_CA_NB_PC08,phong canh sat giao thong cong an tinh ninh binh,BCA,Annotator_A,HIGH,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-12,DataVietNam,2026-09-12
BCA_CA_NB_PA01,Phòng An ninh đối ngoại - Công an Tỉnh Ninh Bình,BCA,province,2018,2026,dvc_2018,https://dichvucong.gov.vn/archive/2018,generated_catalog,source,2026-09-12T19:42:24.601202,crawl_2018_2026,Phòng An ninh đối ngoại - Công an Tỉnh Ninh Bình,BCA_CA_NB_PA01,phong an ninh oi ngoai cong an tinh ninh binh,BCA,Annotator_A,HIGH,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-12,DataVietNam,2026-09-12
BCA_CA_NB_PA02,Phòng An ninh nội địa - Công an Tỉnh Ninh Bình,BCA,province,2018,2026,dvc_2018,https://dichvucong.gov.vn/archive/2018,generated_catalog,source,2026-09-12T19:42:24.601202,crawl_2018_2026,Phòng An ninh nội địa - Công an Tỉnh Ninh Bình,BCA_CA_NB_PA02,phong an ninh noi ia cong an tinh ninh binh,BCA,Annotator_A,HIGH,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-12,DataVietNam,2026-09-12
