alias_id,unit_id,unit_code,alias_name,alias_type,generator_source
2679,369,BCA_CA_BDH_PC01,Văn phòng Cơ quan Cảnh sát điều tra - Công an Tỉnh Bình Định,canonical,manual_registry
2680,369,BCA_CA_BDH_PC01,Văn phòng Cơ quan Cảnh sát điều tra - CA Tỉnh Bình Định,alias,domain_rules
2681,369,BCA_CA_BDH_PC01,Văn phòng Cơ quan Cảnh sát điều tra - CA Bình Định,abbreviation,domain_rules
2682,369,BCA_CA_BDH_PC01,PC01 - Công an Tỉnh Bình Định,abbreviation,domain_rules
2683,369,BCA_CA_BDH_PC01,Van phong Co quan Canh sat đieu tra - Cong an Tinh Binh Đinh,no_accent,auto_rule
2684,369,BCA_CA_BDH_PC01,VPCSĐTCATBĐ,abbreviation,auto_rule
2685,369,BCA_CA_BDH_PC01,Văn phòng Cơ quan Cảnh sát điề tra - Công an Tỉnh Bnh Định,typo_ocr,noise_injector
2686,369,BCA_CA_BDH_PC01,Văn phòng Cơ quan Cảnh sát điềutra - Công an Tỉnh Bình Định,typo_ocr,noise_injector
2687,370,BCA_CA_BDH_PC02,Phòng Cảnh sát hình sự - Công an Tỉnh Bình Định,canonical,manual_registry
2688,370,BCA_CA_BDH_PC02,Phòng Cảnh sát hình sự - CA Tỉnh Bình Định,alias,domain_rules
2689,370,BCA_CA_BDH_PC02,Phòng Cảnh sát hình sự - CA Bình Định,abbreviation,domain_rules
2690,370,BCA_CA_BDH_PC02,PC02 - Công an Tỉnh Bình Định,abbreviation,domain_rules
2691,370,BCA_CA_BDH_PC02,Phòng CSHS - Công an Tỉnh Bình Định,alias,domain_rules
2692,370,BCA_CA_BDH_PC02,Phong Canh sat hinh su - Cong an Tinh Binh Đinh,no_accent,auto_rule
2693,370,BCA_CA_BDH_PC02,PCSHSCATBĐ,abbreviation,auto_rule
2694,370,BCA_CA_BDH_PC02,Phòng Cảnh sát hìh ự - Côn an Tỉnh Bình Định,typo_ocr,noise_injector
2695,371,BCA_CA_BDH_PC03,Phòng Cảnh sát kinh tế - Công an Tỉnh Bình Định,canonical,manual_registry
2696,371,BCA_CA_BDH_PC03,Phòng Cảnh sát kinh tế - CA Tỉnh Bình Định,alias,domain_rules
2697,371,BCA_CA_BDH_PC03,Phòng Cảnh sát kinh tế - CA Bình Định,abbreviation,domain_rules
2698,371,BCA_CA_BDH_PC03,Phong Canh sat kinh te - Cong an Tinh Binh Đinh,no_accent,auto_rule
2699,371,BCA_CA_BDH_PC03,PCSKTCATBĐ,abbreviation,auto_rule
2700,371,BCA_CA_BDH_PC03,PhòngCảnh sát kinh tế - Công an Tỉnh Bình Định,typo_ocr,noise_injector
2701,372,BCA_CA_BDH_PC04,Phòng Cảnh sát điều tra tội phạm về ma túy - Công an Tỉnh Bình Định,canonical,manual_registry
2702,372,BCA_CA_BDH_PC04,Phòng Cảnh sát điều tra tội phạm về ma túy - CA Tỉnh Bình Định,alias,domain_rules
2703,372,BCA_CA_BDH_PC04,Phòng Cảnh sát điều tra tội phạm về ma túy - CA Bình Định,abbreviation,domain_rules
2704,372,BCA_CA_BDH_PC04,PC04 - Công an Tỉnh Bình Định,abbreviation,domain_rules
2705,372,BCA_CA_BDH_PC04,Phòng CS ma túy - Công an Tỉnh Bình Định,alias,domain_rules
2706,372,BCA_CA_BDH_PC04,Phong Canh sat đieu tra toi pham ve ma tuy - Cong an Tinh Binh Đinh,no_accent,auto_rule
2707,372,BCA_CA_BDH_PC04,PCSĐTTPMTCATBĐ,abbreviation,auto_rule
2708,373,BCA_CA_BDH_PC06,Phòng Cảnh sát quản lý hành chính về trật tự xã hội - Công an Tỉnh Bình Định,canonical,manual_registry
2709,373,BCA_CA_BDH_PC06,Phòng Cảnh sát quản lý hành chính về trật tự xã hội - CA Tỉnh Bình Định,alias,domain_rules
2710,373,BCA_CA_BDH_PC06,Phòng Cảnh sát quản lý hành chính về trật tự xã hội - CA Bình Định,abbreviation,domain_rules
2711,373,BCA_CA_BDH_PC06,PC06 - Công an Tỉnh Bình Định,abbreviation,domain_rules
2712,373,BCA_CA_BDH_PC06,Phòng CSQLHC - Công an Tỉnh Bình Định,alias,domain_rules
2713,373,BCA_CA_BDH_PC06,Phong Canh sat quan ly hanh chinh ve trat tu xa hoi - Cong an Tinh Binh Đinh,no_accent,auto_rule
2714,373,BCA_CA_BDH_PC06,PCSQLHCTTXHCATBĐ,abbreviation,auto_rule
2715,373,BCA_CA_BDH_PC06,Phòng Cảnh sát quản lý hành chính về trật tự xã hội - Công an ỉnh Bình Định,typo_ocr,noise_injector
2716,374,BCA_CA_BDH_PC08,Phòng Cảnh sát giao thông - Công an Tỉnh Bình Định,canonical,manual_registry
2717,374,BCA_CA_BDH_PC08,Phòng Cảnh sát giao thông - CA Tỉnh Bình Định,alias,domain_rules
2718,374,BCA_CA_BDH_PC08,Phòng Cảnh sát giao thông - CA Bình Định,abbreviation,domain_rules
2719,374,BCA_CA_BDH_PC08,PC08 - Công an Tỉnh Bình Định,abbreviation,domain_rules
2720,374,BCA_CA_BDH_PC08,Phòng CSGT - Công an Tỉnh Bình Định,alias,domain_rules
2721,374,BCA_CA_BDH_PC08,Phong Canh sat giao thong - Cong an Tinh Binh Đinh,no_accent,auto_rule
2722,374,BCA_CA_BDH_PC08,PCSGTCATBĐ,abbreviation,auto_rule
2723,374,BCA_CA_BDH_PC08,Phòng Cảnh sát giao thông - Côn an Tỉnh Bình Định,typo_ocr,noise_injector
2724,375,BCA_CA_BDH_PA01,Phòng An ninh đối ngoại - Công an Tỉnh Bình Định,canonical,manual_registry
2725,375,BCA_CA_BDH_PA01,Phòng An ninh đối ngoại - CA Tỉnh Bình Định,alias,domain_rules
2726,375,BCA_CA_BDH_PA01,Phòng An ninh đối ngoại - CA Bình Định,abbreviation,domain_rules
2727,375,BCA_CA_BDH_PA01,Phong An ninh đoi ngoai - Cong an Tinh Binh Đinh,no_accent,auto_rule
2728,375,BCA_CA_BDH_PA01,PANĐNCATBĐ,abbreviation,auto_rule
2729,375,BCA_CA_BDH_PA01,Phòng Anninh đối ngoại - Công an Tỉnh Bìh Định,typo_ocr,noise_injector
2730,376,BCA_CA_BDH_PA02,Phòng An ninh nội địa - Công an Tỉnh Bình Định,canonical,manual_registry
2731,376,BCA_CA_BDH_PA02,Phòng An ninh nội địa - CA Tỉnh Bình Định,alias,domain_rules
2732,376,BCA_CA_BDH_PA02,Phòng An ninh nội địa - CA Bình Định,abbreviation,domain_rules
2733,376,BCA_CA_BDH_PA02,Phong An ninh noi đia - Cong an Tinh Binh Đinh,no_accent,auto_rule
2734,376,BCA_CA_BDH_PA02,PANNĐCATBĐ,abbreviation,auto_rule
2735,376,BCA_CA_BDH_PA02,Phòn An ninh nội địa - Công an Tỉnhình Định,typo_ocr,noise_injector
2736,377,BCA_CA_BDH_PA03,Phòng An ninh chính trị nội bộ - Công an Tỉnh Bình Định,canonical,manual_registry
2737,377,BCA_CA_BDH_PA03,Phòng An ninh chính trị nội bộ - CA Tỉnh Bình Định,alias,domain_rules
2738,377,BCA_CA_BDH_PA03,Phòng An ninh chính trị nội bộ - CA Bình Định,abbreviation,domain_rules
2739,377,BCA_CA_BDH_PA03,Phong An ninh chinh tri noi bo - Cong an Tinh Binh Đinh,no_accent,auto_rule
2740,377,BCA_CA_BDH_PA03,PANCTNBCATBĐ,abbreviation,auto_rule
2741,377,BCA_CA_BDH_PA03,Phòng An ninh chính trị ội bộ - Công an Tỉnh Bình Định,typo_ocr,noise_injector
2742,377,BCA_CA_BDH_PA03,Phòng An ninh chính trị nội bộ - Công an Tỉnh BìnhĐịnh,typo_ocr,noise_injector
2743,378,BCA_CA_BDH_PA05,Phòng An ninh mạng và phòng chống tội phạm công nghệ cao - Công an Tỉnh Bình Định,canonical,manual_registry
2744,378,BCA_CA_BDH_PA05,Phòng An ninh mạng và phòng chống tội phạm công nghệ cao - CA Tỉnh Bình Định,alias,domain_rules
2745,378,BCA_CA_BDH_PA05,Phòng An ninh mạng và phòng chống tội phạm công nghệ cao - CA Bình Định,abbreviation,domain_rules
2746,378,BCA_CA_BDH_PA05,Phong An ninh mang va phong chong toi pham cong nghe cao - Cong an Tinh Binh Đinh,no_accent,auto_rule
2747,378,BCA_CA_BDH_PA05,PANMPCTPCNCCATBĐ,abbreviation,auto_rule
2748,378,BCA_CA_BDH_PA05,Phòng n ninh mạng và phòng chống tội phạm công nghệ cao - Công an Tỉnh Bình Định,typo_ocr,noise_injector
2749,379,BCA_CA_QNG,Công an Tỉnh Quảng Ngãi,canonical,manual_registry
2750,379,BCA_CA_QNG,CA Tỉnh Quảng Ngãi,alias,domain_rules
2751,379,BCA_CA_QNG,CA Quảng Ngãi,abbreviation,domain_rules
2752,379,BCA_CA_QNG,Cong an Tinh Quang Ngai,no_accent,auto_rule
2753,379,BCA_CA_QNG,CATQN,abbreviation,auto_rule
2754,379,BCA_CA_QNG,Công an Tỉn Quảng Ngãi,typo_ocr,noise_injector
2755,380,BCA_CA_QNG_PC01,Văn phòng Cơ quan Cảnh sát điều tra - Công an Tỉnh Quảng Ngãi,canonical,manual_registry
2756,380,BCA_CA_QNG_PC01,Văn phòng Cơ quan Cảnh sát điều tra - CA Tỉnh Quảng Ngãi,alias,domain_rules
2757,380,BCA_CA_QNG_PC01,Văn phòng Cơ quan Cảnh sát điều tra - CA Quảng Ngãi,abbreviation,domain_rules
2758,380,BCA_CA_QNG_PC01,PC01 - Công an Tỉnh Quảng Ngãi,abbreviation,domain_rules
2759,380,BCA_CA_QNG_PC01,Van phong Co quan Canh sat đieu tra - Cong an Tinh Quang Ngai,no_accent,auto_rule
2760,380,BCA_CA_QNG_PC01,VPCSĐTCATQN,abbreviation,auto_rule
2761,380,BCA_CA_QNG_PC01,Văn phòng Cơ quan Cảnh sát điều ra - Công an Tỉnh Quảng Ngãi,typo_ocr,noise_injector
2762,381,BCA_CA_QNG_PC02,Phòng Cảnh sát hình sự - Công an Tỉnh Quảng Ngãi,canonical,manual_registry
2763,381,BCA_CA_QNG_PC02,Phòng Cảnh sát hình sự - CA Tỉnh Quảng Ngãi,alias,domain_rules
2764,381,BCA_CA_QNG_PC02,Phòng Cảnh sát hình sự - CA Quảng Ngãi,abbreviation,domain_rules
2765,381,BCA_CA_QNG_PC02,PC02 - Công an Tỉnh Quảng Ngãi,abbreviation,domain_rules
2766,381,BCA_CA_QNG_PC02,Phòng CSHS - Công an Tỉnh Quảng Ngãi,alias,domain_rules
2767,381,BCA_CA_QNG_PC02,Phong Canh sat hinh su - Cong an Tinh Quang Ngai,no_accent,auto_rule
2768,381,BCA_CA_QNG_PC02,PCSHSCATQN,abbreviation,auto_rule
2769,382,BCA_CA_QNG_PC03,Phòng Cảnh sát kinh tế - Công an Tỉnh Quảng Ngãi,canonical,manual_registry
2770,382,BCA_CA_QNG_PC03,Phòng Cảnh sát kinh tế - CA Tỉnh Quảng Ngãi,alias,domain_rules
2771,382,BCA_CA_QNG_PC03,Phòng Cảnh sát kinh tế - CA Quảng Ngãi,abbreviation,domain_rules
2772,382,BCA_CA_QNG_PC03,Phong Canh sat kinh te - Cong an Tinh Quang Ngai,no_accent,auto_rule
2773,382,BCA_CA_QNG_PC03,PCSKTCATQN,abbreviation,auto_rule
2774,382,BCA_CA_QNG_PC03,Phòng Cảh sát kinh tế - Công an Tỉnh Quảng Ngãi,typo_ocr,noise_injector
2775,383,BCA_CA_QNG_PC04,Phòng Cảnh sát điều tra tội phạm về ma túy - Công an Tỉnh Quảng Ngãi,canonical,manual_registry
2776,383,BCA_CA_QNG_PC04,Phòng Cảnh sát điều tra tội phạm về ma túy - CA Tỉnh Quảng Ngãi,alias,domain_rules
2777,383,BCA_CA_QNG_PC04,Phòng Cảnh sát điều tra tội phạm về ma túy - CA Quảng Ngãi,abbreviation,domain_rules
2778,383,BCA_CA_QNG_PC04,PC04 - Công an Tỉnh Quảng Ngãi,abbreviation,domain_rules
2779,383,BCA_CA_QNG_PC04,Phòng CS ma túy - Công an Tỉnh Quảng Ngãi,alias,domain_rules
2780,383,BCA_CA_QNG_PC04,Phong Canh sat đieu tra toi pham ve ma tuy - Cong an Tinh Quang Ngai,no_accent,auto_rule
2781,383,BCA_CA_QNG_PC04,PCSĐTTPMTCATQN,abbreviation,auto_rule
2782,383,BCA_CA_QNG_PC04,Phòng Cảnhsát điu tra tội phạm về ma túy - Công an Tỉnh Qảng Ngãi,typo_ocr,noise_injector
2783,384,BCA_CA_QNG_PC06,Phòng Cảnh sát quản lý hành chính về trật tự xã hội - Công an Tỉnh Quảng Ngãi,canonical,manual_registry
2784,384,BCA_CA_QNG_PC06,Phòng Cảnh sát quản lý hành chính về trật tự xã hội - CA Tỉnh Quảng Ngãi,alias,domain_rules
2785,384,BCA_CA_QNG_PC06,Phòng Cảnh sát quản lý hành chính về trật tự xã hội - CA Quảng Ngãi,abbreviation,domain_rules
2786,384,BCA_CA_QNG_PC06,PC06 - Công an Tỉnh Quảng Ngãi,abbreviation,domain_rules
2787,384,BCA_CA_QNG_PC06,Phòng CSQLHC - Công an Tỉnh Quảng Ngãi,alias,domain_rules
2788,384,BCA_CA_QNG_PC06,Phong Canh sat quan ly hanh chinh ve trat tu xa hoi - Cong an Tinh Quang Ngai,no_accent,auto_rule
2789,384,BCA_CA_QNG_PC06,PCSQLHCTTXHCATQN,abbreviation,auto_rule
2790,384,BCA_CA_QNG_PC06,Phòng Cảnh sát quản lý hành chính về trật tự ã hội - Công an Tỉnh Quảng Ngãi,typo_ocr,noise_injector
2791,385,BCA_CA_QNG_PC08,Phòng Cảnh sát giao thông - Công an Tỉnh Quảng Ngãi,canonical,manual_registry
2792,385,BCA_CA_QNG_PC08,Phòng Cảnh sát giao thông - CA Tỉnh Quảng Ngãi,alias,domain_rules
2793,385,BCA_CA_QNG_PC08,Phòng Cảnh sát giao thông - CA Quảng Ngãi,abbreviation,domain_rules
2794,385,BCA_CA_QNG_PC08,PC08 - Công an Tỉnh Quảng Ngãi,abbreviation,domain_rules
2795,385,BCA_CA_QNG_PC08,Phòng CSGT - Công an Tỉnh Quảng Ngãi,alias,domain_rules
2796,385,BCA_CA_QNG_PC08,Phong Canh sat giao thong - Cong an Tinh Quang Ngai,no_accent,auto_rule
2797,385,BCA_CA_QNG_PC08,PCSGTCATQN,abbreviation,auto_rule
2798,385,BCA_CA_QNG_PC08,Phòng Cảnh sát giao thôg - Công an Tỉnh Quảng Ngãi,typo_ocr,noise_injector
2799,386,BCA_CA_QNG_PA01,Phòng An ninh đối ngoại - Công an Tỉnh Quảng Ngãi,canonical,manual_registry
2800,386,BCA_CA_QNG_PA01,Phòng An ninh đối ngoại - CA Tỉnh Quảng Ngãi,alias,domain_rules
2801,386,BCA_CA_QNG_PA01,Phòng An ninh đối ngoại - CA Quảng Ngãi,abbreviation,domain_rules
2802,386,BCA_CA_QNG_PA01,Phong An ninh đoi ngoai - Cong an Tinh Quang Ngai,no_accent,auto_rule
2803,386,BCA_CA_QNG_PA01,PANĐNCATQN,abbreviation,auto_rule
2804,386,BCA_CA_QNG_PA01,Phòng An ninh đối ngoại - ông an Tỉnh Quảng Ngãi,typo_ocr,noise_injector
2805,386,BCA_CA_QNG_PA01,Phòng An ninh đối ngoại - Công n ỉnh Quản Ngãi,typo_ocr,noise_injector
2806,387,BCA_CA_QNG_PA02,Phòng An ninh nội địa - Công an Tỉnh Quảng Ngãi,canonical,manual_registry
2807,387,BCA_CA_QNG_PA02,Phòng An ninh nội địa - CA Tỉnh Quảng Ngãi,alias,domain_rules
2808,387,BCA_CA_QNG_PA02,Phòng An ninh nội địa - CA Quảng Ngãi,abbreviation,domain_rules
2809,387,BCA_CA_QNG_PA02,Phong An ninh noi đia - Cong an Tinh Quang Ngai,no_accent,auto_rule
2810,387,BCA_CA_QNG_PA02,PANNĐCATQN,abbreviation,auto_rule
2811,387,BCA_CA_QNG_PA02,Phòng A ninh nộ địa - Công an Tỉnh Quảng Ngãi,typo_ocr,noise_injector
2812,388,BCA_CA_QNG_PA03,Phòng An ninh chính trị nội bộ - Công an Tỉnh Quảng Ngãi,canonical,manual_registry
2813,388,BCA_CA_QNG_PA03,Phòng An ninh chính trị nội bộ - CA Tỉnh Quảng Ngãi,alias,domain_rules
2814,388,BCA_CA_QNG_PA03,Phòng An ninh chính trị nội bộ - CA Quảng Ngãi,abbreviation,domain_rules
2815,388,BCA_CA_QNG_PA03,Phong An ninh chinh tri noi bo - Cong an Tinh Quang Ngai,no_accent,auto_rule
2816,388,BCA_CA_QNG_PA03,PANCTNBCATQN,abbreviation,auto_rule
2817,388,BCA_CA_QNG_PA03,Phòn An ninh chính trị nội bộ - Công an Tỉnh Quảng Ngãi,typo_ocr,noise_injector
2818,389,BCA_CA_QNG_PA05,Phòng An ninh mạng và phòng chống tội phạm công nghệ cao - Công an Tỉnh Quảng Ngãi,canonical,manual_registry
2819,389,BCA_CA_QNG_PA05,Phòng An ninh mạng và phòng chống tội phạm công nghệ cao - CA Tỉnh Quảng Ngãi,alias,domain_rules
2820,389,BCA_CA_QNG_PA05,Phòng An ninh mạng và phòng chống tội phạm công nghệ cao - CA Quảng Ngãi,abbreviation,domain_rules
2821,389,BCA_CA_QNG_PA05,Phong An ninh mang va phong chong toi pham cong nghe cao - Cong an Tinh Quang Ngai,no_accent,auto_rule
2822,389,BCA_CA_QNG_PA05,PANMPCTPCNCCATQN,abbreviation,auto_rule
2823,389,BCA_CA_QNG_PA05,Phòng An ninh mạng và phòng chống tội hạm công nghệ cao - Công an Tỉnh Quảg Ngãi,typo_ocr,noise_injector
2824,390,BCA_CA_QNA,Công an Tỉnh Quảng Nam,canonical,manual_registry
2825,390,BCA_CA_QNA,CA Tỉnh Quảng Nam,alias,domain_rules
2826,390,BCA_CA_QNA,CA Quảng Nam,abbreviation,domain_rules
2827,390,BCA_CA_QNA,Cong an Tinh Quang Nam,no_accent,auto_rule
2828,390,BCA_CA_QNA,CATQN,abbreviation,auto_rule
2829,390,BCA_CA_QNA,Công an Tỉnh Quảg Nam,typo_ocr,noise_injector
2830,391,BCA_CA_QNA_PC01,Văn phòng Cơ quan Cảnh sát điều tra - Công an Tỉnh Quảng Nam,canonical,manual_registry
2831,391,BCA_CA_QNA_PC01,Văn phòng Cơ quan Cảnh sát điều tra - CA Tỉnh Quảng Nam,alias,domain_rules
2832,391,BCA_CA_QNA_PC01,Văn phòng Cơ quan Cảnh sát điều tra - CA Quảng Nam,abbreviation,domain_rules
2833,391,BCA_CA_QNA_PC01,PC01 - Công an Tỉnh Quảng Nam,abbreviation,domain_rules
2834,391,BCA_CA_QNA_PC01,Van phong Co quan Canh sat đieu tra - Cong an Tinh Quang Nam,no_accent,auto_rule
2835,391,BCA_CA_QNA_PC01,VPCSĐTCATQN,abbreviation,auto_rule
2836,391,BCA_CA_QNA_PC01,Văn phòng Cơ quan Cnh sát điều tra - ông an Tỉnh Quảng Nam,typo_ocr,noise_injector
2837,392,BCA_CA_QNA_PC02,Phòng Cảnh sát hình sự - Công an Tỉnh Quảng Nam,canonical,manual_registry
2838,392,BCA_CA_QNA_PC02,Phòng Cảnh sát hình sự - CA Tỉnh Quảng Nam,alias,domain_rules
2839,392,BCA_CA_QNA_PC02,Phòng Cảnh sát hình sự - CA Quảng Nam,abbreviation,domain_rules
2840,392,BCA_CA_QNA_PC02,PC02 - Công an Tỉnh Quảng Nam,abbreviation,domain_rules
2841,392,BCA_CA_QNA_PC02,Phòng CSHS - Công an Tỉnh Quảng Nam,alias,domain_rules
2842,392,BCA_CA_QNA_PC02,Phong Canh sat hinh su - Cong an Tinh Quang Nam,no_accent,auto_rule
2843,392,BCA_CA_QNA_PC02,PCSHSCATQN,abbreviation,auto_rule
2844,392,BCA_CA_QNA_PC02,Phòng Cảh sát hình sự - Công an Tỉnh Quảng Nam,typo_ocr,noise_injector
2845,392,BCA_CA_QNA_PC02,Phòng Cảnh sát hình sự -Công an Tỉnh Quảng Nam,typo_ocr,noise_injector
2846,393,BCA_CA_QNA_PC03,Phòng Cảnh sát kinh tế - Công an Tỉnh Quảng Nam,canonical,manual_registry
2847,393,BCA_CA_QNA_PC03,Phòng Cảnh sát kinh tế - CA Tỉnh Quảng Nam,alias,domain_rules
2848,393,BCA_CA_QNA_PC03,Phòng Cảnh sát kinh tế - CA Quảng Nam,abbreviation,domain_rules
2849,393,BCA_CA_QNA_PC03,Phong Canh sat kinh te - Cong an Tinh Quang Nam,no_accent,auto_rule
2850,393,BCA_CA_QNA_PC03,PCSKTCATQN,abbreviation,auto_rule
2851,393,BCA_CA_QNA_PC03,Phòng Cnh sá kinh tế - Công an Tỉnh Quảng Nam,typo_ocr,noise_injector
2852,394,BCA_CA_QNA_PC04,Phòng Cảnh sát điều tra tội phạm về ma túy - Công an Tỉnh Quảng Nam,canonical,manual_registry
2853,394,BCA_CA_QNA_PC04,Phòng Cảnh sát điều tra tội phạm về ma túy - CA Tỉnh Quảng Nam,alias,domain_rules
2854,394,BCA_CA_QNA_PC04,Phòng Cảnh sát điều tra tội phạm về ma túy - CA Quảng Nam,abbreviation,domain_rules
2855,394,BCA_CA_QNA_PC04,PC04 - Công an Tỉnh Quảng Nam,abbreviation,domain_rules
2856,394,BCA_CA_QNA_PC04,Phòng CS ma túy - Công an Tỉnh Quảng Nam,alias,domain_rules
2857,394,BCA_CA_QNA_PC04,Phong Canh sat đieu tra toi pham ve ma tuy - Cong an Tinh Quang Nam,no_accent,auto_rule
2858,394,BCA_CA_QNA_PC04,PCSĐTTPMTCATQN,abbreviation,auto_rule
2859,394,BCA_CA_QNA_PC04,Phòng Cảnhsát điều tra tội phạm về ma túy - Côn an Tỉnh Quảng Nam,typo_ocr,noise_injector
2860,394,BCA_CA_QNA_PC04,Phòng Cnh sát điều tra tội phạm về ma túy - Công an Tỉnh Quảng Nam,typo_ocr,noise_injector
2861,395,BCA_CA_QNA_PC06,Phòng Cảnh sát quản lý hành chính về trật tự xã hội - Công an Tỉnh Quảng Nam,canonical,manual_registry
2862,395,BCA_CA_QNA_PC06,Phòng Cảnh sát quản lý hành chính về trật tự xã hội - CA Tỉnh Quảng Nam,alias,domain_rules
2863,395,BCA_CA_QNA_PC06,Phòng Cảnh sát quản lý hành chính về trật tự xã hội - CA Quảng Nam,abbreviation,domain_rules
2864,395,BCA_CA_QNA_PC06,PC06 - Công an Tỉnh Quảng Nam,abbreviation,domain_rules
2865,395,BCA_CA_QNA_PC06,Phòng CSQLHC - Công an Tỉnh Quảng Nam,alias,domain_rules
2866,395,BCA_CA_QNA_PC06,Phong Canh sat quan ly hanh chinh ve trat tu xa hoi - Cong an Tinh Quang Nam,no_accent,auto_rule
2867,395,BCA_CA_QNA_PC06,PCSQLHCTTXHCATQN,abbreviation,auto_rule
2868,395,BCA_CA_QNA_PC06,Phòng Cảnh sát quản lý ành chính về trật tự xã hội - Công an Tỉnh Quảng Nam,typo_ocr,noise_injector
2869,396,BCA_CA_QNA_PC08,Phòng Cảnh sát giao thông - Công an Tỉnh Quảng Nam,canonical,manual_registry
2870,396,BCA_CA_QNA_PC08,Phòng Cảnh sát giao thông - CA Tỉnh Quảng Nam,alias,domain_rules
2871,396,BCA_CA_QNA_PC08,Phòng Cảnh sát giao thông - CA Quảng Nam,abbreviation,domain_rules
2872,396,BCA_CA_QNA_PC08,PC08 - Công an Tỉnh Quảng Nam,abbreviation,domain_rules
2873,396,BCA_CA_QNA_PC08,Phòng CSGT - Công an Tỉnh Quảng Nam,alias,domain_rules
2874,396,BCA_CA_QNA_PC08,Phong Canh sat giao thong - Cong an Tinh Quang Nam,no_accent,auto_rule
2875,396,BCA_CA_QNA_PC08,PCSGTCATQN,abbreviation,auto_rule
2876,396,BCA_CA_QNA_PC08,Phòng Cảnh sát giao thông - Cng an Tỉnh Quảng Nam,typo_ocr,noise_injector
2877,397,BCA_CA_QNA_PA01,Phòng An ninh đối ngoại - Công an Tỉnh Quảng Nam,canonical,manual_registry
2878,397,BCA_CA_QNA_PA01,Phòng An ninh đối ngoại - CA Tỉnh Quảng Nam,alias,domain_rules
2879,397,BCA_CA_QNA_PA01,Phòng An ninh đối ngoại - CA Quảng Nam,abbreviation,domain_rules
2880,397,BCA_CA_QNA_PA01,Phong An ninh đoi ngoai - Cong an Tinh Quang Nam,no_accent,auto_rule
2881,397,BCA_CA_QNA_PA01,PANĐNCATQN,abbreviation,auto_rule
2882,397,BCA_CA_QNA_PA01,Phòng An nin đối ngoại - Công an Tỉnh Quảng Nam,typo_ocr,noise_injector
2883,398,BCA_CA_QNA_PA02,Phòng An ninh nội địa - Công an Tỉnh Quảng Nam,canonical,manual_registry
2884,398,BCA_CA_QNA_PA02,Phòng An ninh nội địa - CA Tỉnh Quảng Nam,alias,domain_rules
2885,398,BCA_CA_QNA_PA02,Phòng An ninh nội địa - CA Quảng Nam,abbreviation,domain_rules
2886,398,BCA_CA_QNA_PA02,Phong An ninh noi đia - Cong an Tinh Quang Nam,no_accent,auto_rule
2887,398,BCA_CA_QNA_PA02,PANNĐCATQN,abbreviation,auto_rule
2888,398,BCA_CA_QNA_PA02,Phòng An ninh nộiđịa - Công an Tỉnh Quảng Na,typo_ocr,noise_injector
2889,398,BCA_CA_QNA_PA02,Phòng An ninh nội địa - Công an Tỉnh Qung Na,typo_ocr,noise_injector
2890,399,BCA_CA_QNA_PA03,Phòng An ninh chính trị nội bộ - Công an Tỉnh Quảng Nam,canonical,manual_registry
2891,399,BCA_CA_QNA_PA03,Phòng An ninh chính trị nội bộ - CA Tỉnh Quảng Nam,alias,domain_rules
2892,399,BCA_CA_QNA_PA03,Phòng An ninh chính trị nội bộ - CA Quảng Nam,abbreviation,domain_rules
2893,399,BCA_CA_QNA_PA03,Phong An ninh chinh tri noi bo - Cong an Tinh Quang Nam,no_accent,auto_rule
2894,399,BCA_CA_QNA_PA03,PANCTNBCATQN,abbreviation,auto_rule
2895,399,BCA_CA_QNA_PA03,Phòn An ninh chính trị nội bộ - Công an Tỉnh Quảng Nam,typo_ocr,noise_injector
2896,399,BCA_CA_QNA_PA03,Phòng An ninh chín trị nộibộ - Công an Tỉnh Quảng Nam,typo_ocr,noise_injector
2897,400,BCA_CA_QNA_PA05,Phòng An ninh mạng và phòng chống tội phạm công nghệ cao - Công an Tỉnh Quảng Nam,canonical,manual_registry
2898,400,BCA_CA_QNA_PA05,Phòng An ninh mạng và phòng chống tội phạm công nghệ cao - CA Tỉnh Quảng Nam,alias,domain_rules
2899,400,BCA_CA_QNA_PA05,Phòng An ninh mạng và phòng chống tội phạm công nghệ cao - CA Quảng Nam,abbreviation,domain_rules
2900,400,BCA_CA_QNA_PA05,Phong An ninh mang va phong chong toi pham cong nghe cao - Cong an Tinh Quang Nam,no_accent,auto_rule
2901,400,BCA_CA_QNA_PA05,PANMPCTPCNCCATQN,abbreviation,auto_rule
2902,400,BCA_CA_QNA_PA05,Phòng An ninh mạng và phòng chng tội phạm công nghệcao - Công an Tỉnh Quảng Nam,typo_ocr,noise_injector
2903,401,BCA_CA_TTH,Công an Tỉnh Thừa Thiên Huế,canonical,manual_registry
2904,401,BCA_CA_TTH,CA Tỉnh Thừa Thiên Huế,alias,domain_rules
2905,401,BCA_CA_TTH,CA Thừa Thiên Huế,abbreviation,domain_rules
2906,401,BCA_CA_TTH,Cong an Tinh Thua Thien Hue,no_accent,auto_rule
2907,401,BCA_CA_TTH,CATTTH,abbreviation,auto_rule
2908,401,BCA_CA_TTH,Cng n Tỉnh Thừa Thiên uế,typo_ocr,noise_injector
2909,402,BCA_CA_TTH_PC01,Văn phòng Cơ quan Cảnh sát điều tra - Công an Tỉnh Thừa Thiên Huế,canonical,manual_registry
